,标题,总价格,单价,小区,房屋所属市辖区,房屋地址（街道）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,用水类型,用电类型,燃气价格,别墅类型
841,['天鹅湖北苑 1室0厅 西南'],80,15610,天鹅湖北苑,高新,新会展,1室0厅1厨1卫,高楼层 (共31层),51.25㎡,平层,36.8㎡,板塔结合,西南,框架结构,精装,三梯十四户,有,2021-12-06,商品房,2011-09-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
842,['领馆国际城 2室2厅 西北'],185,22425,领馆国际城,高新,远大,2室2厅1厨1卫,低楼层 (共28层),82.5㎡,平层,70.18㎡,板塔结合,西北,钢混结构,精装,三梯八户,有,2021-12-06,商品房,2013-12-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
843,['南城都汇汇尚园 2室2厅 南'],295,34862,南城都汇汇尚园,高新,市一医院,2室2厅1厨1卫,低楼层 (共22层),84.62㎡,平层,70.16㎡,板塔结合,南,钢混结构,毛坯,两梯四户,有,2021-11-28,商品房,2018-11-28,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
844,['三利领事公馆 2室2厅 东南 西北'],170,22078,三利领事公馆,高新,中和,2室2厅1厨1卫,中楼层 (共31层),77㎡,平层,68㎡,塔楼,东南 西北,钢混结构,简装,三梯六户,有,2021-11-27,商品房,2012-08-27,普通住宅,满五年,共有,"
                                有抵押 3万元 成都双流支行 业主自还
                              ",已上传房本照片,,,,
845,['中海城南华府 2室2厅 东 南'],暂无数据,首付及贷款情况请咨询经纪人,中海城南华府,高新,金融城,2室2厅1厨1卫,低楼层 (共30层),89.82㎡,平层,73.09㎡,板塔结合,东 南,钢混结构,精装,两梯四户,有,2021-11-30,商品房,2019-02-19,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
846,['香年广场 1室1厅 西'],107,19882,香年广场,高新,新会展,1室1厅1厨1卫,低楼层 (共35层),53.82㎡,平层,42.39㎡,塔楼,西,框架结构,精装,三梯十二户,有,2021-12-04,商品房,2013-05-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
847,['中德英伦世邦J区 5室3厅 东南'],505,30376,中德英伦世邦J区,高新,广都,5室3厅1厨4卫,高楼层 (共32层),166.25㎡,平层,暂无数据,板塔结合,东南,钢混结构,简装,三梯六户,有,2021-11-24,商品房,2018-11-01,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
848,['丹桂苑(高新区) 3室2厅 东南 南'],254,18654,丹桂苑(高新区),高新,中和,3室2厅1厨2卫,中楼层 (共6层),136.17㎡,错层,暂无数据,板楼,东南 南,钢混结构,精装,一梯两户,有,2021-12-18,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片,,,,
849,['中海名城三期 3室2厅 东南'],355,24705,中海名城三期,高新,神仙树,3室2厅1厨2卫,高楼层 (共6层),143.7㎡,平层,暂无数据,板楼,东南,框架结构,精装,一梯两户,无,2021-12-09,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片,,,,
850,['铝材厂宿舍 3室1厅 东南'],87,12221,铝材厂宿舍,高新,衣冠庙,3室1厅1厨1卫,高楼层 (共6层),71.19㎡,平层,暂无数据,板楼,东南,砖混结构,精装,一梯两户,无,2021-02-19,商品房,2013-02-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
851,['铝材厂宿舍 3室1厅 东南'],88,13200,铝材厂宿舍,高新,衣冠庙,3室1厅1厨1卫,高楼层 (共6层),66.67㎡,平层,暂无数据,板楼,东南,混合结构,精装,一梯两户,暂无数据,2021-04-14,商品房,2014-04-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
852,['新绿季节 3室1厅 东'],300,19268,新绿季节,高新,紫荆,3室1厅1厨2卫,高楼层 (共14层),155.7㎡,暂无数据,132.36㎡,板楼,东,框架结构,精装,一梯两户,有,2021-09-05,商品房,2008-08-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
853,['芳草东街54号 3室2厅 南'],165,10677,芳草东街54号,高新,芳草,3室2厅1厨2卫,中楼层 (共7层),154.55㎡,平层,154.55㎡,板楼,南,砖混结构,简装,一梯两户,无,2020-10-11,商品房,2007-09-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
854,['南城都汇汇朗园五期 2室1厅 南'],320,38393,南城都汇汇朗园五期,高新,市一医院,2室1厅1厨2卫,低楼层 (共18层),83.35㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯两户,有,2021-05-18,商品房,2018-09-09,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
855,['新绿季节 3室2厅 南'],268,18003,新绿季节,高新,紫荆,3室2厅1厨2卫,中楼层 (共11层),148.87㎡,跃层,134.04㎡,板楼,南,钢混结构,简装,一梯四户,有,2021-07-25,商品房,2016-01-21,普通住宅,满五年,非共有,"
                                有抵押 60万元 中国银行 业主自还
                              ",已上传房本照片,,,,
856,['时代晶科名苑 4室2厅 南'],618,34906,时代晶科名苑,高新,市一医院,4室2厅1厨2卫,中楼层 (共23层),177.05㎡,平层,143.07㎡,板塔结合,南,钢混结构,精装,两梯六户,有,2021-07-08,商品房,2013-02-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
857,['紫荆馨苑 4室1厅 南'],280,12654,紫荆馨苑,高新,紫荆,4室1厅1厨2卫,高楼层 (共6层),221.28㎡,跃层,201.01㎡,板楼,南,钢混结构,精装,一梯两户,无,2021-05-16,商品房,2010-08-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
858,['中德英伦世邦J区 3室2厅 北'],295,33009,中德英伦世邦J区,高新,广都,3室2厅1厨2卫,高楼层 (共32层),89.37㎡,平层,暂无数据,板塔结合,北,钢混结构,简装,三梯六户,有,2021-08-24,商品房,2019-01-22,普通住宅,满两年,共有,"
                                有抵押 20万元 建设银行
                              ",已上传房本照片,,,,
859,['青云阁 4室2厅 东南'],304,17188,青云阁,高新,紫荆,4室2厅1厨2卫,高楼层 (共11层),176.87㎡,平层,155.76㎡,塔楼,东南,钢混结构,精装,一梯两户,有,2019-11-17,商品房,2006-04-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
860,['南苑小区B区 4室2厅 南'],暂无数据,首付及贷款情况请咨询经纪人,南苑小区B区,高新,金融城,4室2厅1厨3卫,高楼层 (共16层),203㎡,平层,175.09㎡,板楼,南,钢混结构,精装,两梯两户,有,2021-08-08,商品房,2014-02-07,普通住宅,满五年,共有,"
                                有抵押 业主自还
                              ",已上传房本照片,,,,
861,['王府花园 2室1厅 东 北'],173,16106,王府花园,高新,芳草,2室1厅1厨2卫,中楼层 (共18层),107.42㎡,平层,100㎡,板楼,东 北,框架结构,简装,两梯八户,有,2020-11-02,商品房,2004-09-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
862,['檀香山 3室2厅 东南'],278,28525,檀香山,高新,高朋,3室2厅1厨1卫,低楼层 (共18层),97.46㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯六户,有,2021-06-28,商品房,2018-08-21,普通住宅,满两年,非共有,"
                                有抵押 110万元 客户偿还
                              ",已上传房本照片,,,,
863,['长城半岛城邦三期 5室1厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,长城半岛城邦三期,高新,天府长城,5室1厅1厨2卫,中楼层 (共33层),164㎡,平层,暂无数据,塔楼,东南,框架结构,精装,三梯四户,有,2021-06-13,商品房,2013-06-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
864,['东方希望天祥广场 6室2厅 东 西'],暂无数据,首付及贷款情况请咨询经纪人,东方希望天祥广场,高新,新会展,6室2厅1厨5卫,高楼层 (共47层),260.98㎡,跃层,暂无数据,板楼,东 西,钢混结构,毛坯,三梯三户,有,2021-08-16,商品房,2017-09-29,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
865,['天鹅湖花园 4室2厅 东南'],600,20355,天鹅湖花园,高新,新会展,4室2厅2厨3卫,低楼层 (共32层),294.77㎡,平层,暂无数据,板楼,东南,框架结构,精装,两梯三户,有,2019-10-28,商品房,2016-02-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
866,['国际花园 4室2厅 东南'],288,19816,国际花园,高新,衣冠庙,4室2厅1厨2卫,高楼层 (共15层),145.34㎡,跃层,暂无数据,板塔结合,东南,框架结构,简装,两梯六户,有,2021-08-01,商品房,2008-08-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
867,['华润凤凰城二期 5室2厅 南'],暂无数据,首付及贷款情况请咨询经纪人,华润凤凰城二期,高新,大源,5室2厅1厨2卫,中楼层 (共27层),157.71㎡,平层,157㎡,板塔结合,南,钢混结构,精装,两梯五户,有,2021-08-22,商品房,2016-12-22,普通住宅,满五年,非共有,"
                                有抵押 75万元 客户偿还
                              ",已上传房本照片,,,,
868,['长城半岛城邦二期 5室1厅 西南'],暂无数据,首付及贷款情况请咨询经纪人,长城半岛城邦二期,高新,天府长城,5室1厅1厨3卫,低楼层 (共30层),274.75㎡,平层,暂无数据,板塔结合,西南,框架结构,精装,三梯两户,有,2021-05-21,商品房,2011-12-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
869,['成都文儒德 4室2厅 南'],暂无数据,首付及贷款情况请咨询经纪人,成都文儒德,高新,金融城,4室2厅1厨2卫,高楼层 (共26层),184.89㎡,平层,151.15㎡,板楼,南,钢混结构,精装,两梯两户,有,2021-01-06,商品房,2018-10-12,普通住宅,满两年,非共有,"
                                有抵押 300万元 平安银行300多万
                              ",已上传房本照片,,,,
870,['紫竹苑 4室3厅 南 北'],416,22031,紫竹苑,高新,紫荆,4室3厅1厨2卫,高楼层 (共7层),188.83㎡,错层,176.41㎡,板塔结合,南 北,混合结构,精装,一梯两户,无,2021-09-09,商品房,2011-09-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
871,['中海名城一期 4室2厅 东 西'],375,22143,中海名城一期,高新,神仙树,4室2厅1厨2卫,中楼层 (共11层),169.36㎡,跃层,暂无数据,板塔结合,东 西,框架结构,精装,两梯四户,有,2021-11-15,商品房,2017-07-21,普通住宅,满两年,共有,"
                                有抵押 70万元 农业银行 业主自还
                              ",已上传房本照片,,,,
872,['远大都市风景三期 7室2厅 东南 西北'],468,17996,远大都市风景三期,高新,远大,7室2厅1厨3卫,高楼层 (共32层),260.07㎡,跃层,暂无数据,板塔结合,东南 西北,钢混结构,精装,两梯四户,有,2021-04-19,商品房,2017-02-26,普通住宅,满两年,共有,"
                                有抵押 60万元 建设 业主自还
                              ",已上传房本照片,,,,
873,['中海九号公馆 5室1厅 南'],暂无数据,首付及贷款情况请咨询经纪人,中海九号公馆,高新,金融城,5室1厅1厨4卫,高楼层 (共30层),248.9㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,2021-09-22,商品房,2016-11-01,普通住宅,满五年,共有,"
                                有抵押 400万元 建设银行 客户偿还
                              ",已上传房本照片,,,,
874,['长城半岛城邦三期 5室1厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,长城半岛城邦三期,高新,天府长城,5室1厅1厨2卫,低楼层 (共33层),164㎡,平层,136.18㎡,塔楼,东南,框架结构,精装,三梯四户,有,2019-12-24,商品房,2014-10-21,普通住宅,满五年,共有,"
                                有抵押 200万元 银行 业主自还
                              ",已上传房本照片,,,,
875,['复地金融岛 5室2厅 西南'],暂无数据,首付及贷款情况请咨询经纪人,复地金融岛,高新,金融城,5室2厅1厨3卫,中楼层 (共24层),226.4㎡,平层,暂无数据,板楼,西南,钢混结构,毛坯,两梯两户,有,2020-09-06,商品房,2019-02-14,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
876,['新绿季节 3室1厅 东'],180,17648,新绿季节,高新,紫荆,3室1厅1厨2卫,低楼层 (共13层),102㎡,平层,暂无数据,板楼,东,框架结构,精装,一梯四户,有,2020-02-21,商品房,2004-04-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
877,['东苑C区 4室2厅 南 北'],暂无数据,首付及贷款情况请咨询经纪人,东苑C区,高新,东苑,4室2厅1厨2卫,低楼层 (共28层),153.83㎡,平层,126.73㎡,板塔结合,南 北,钢混结构,精装,两梯三户,有,2021-09-09,商品房,2015-12-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
878,['超洋花园 4室1厅 北'],239,27580,超洋花园,高新,衣冠庙,4室1厅1厨2卫,低楼层 (共11层),86.66㎡,跃层,暂无数据,板塔结合,北,钢混结构,精装,一梯八户,有,2021-06-16,商品房,2017-09-01,普通住宅,满两年,非共有,"
                                有抵押 50万元 邮政
                              ",已上传房本照片,,,,
879,['金控时代广场 3室1厅 北'],335,23605,金控时代广场,高新,新会展,3室1厅1厨2卫,中楼层 (共32层),141.92㎡,平层,117.53㎡,板楼,北,框架结构,简装,两梯四户,有,2020-06-30,商品房,2016-09-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
880,['神仙树大院一期 3室2厅 南'],438,31166,神仙树大院一期,高新,神仙树,3室2厅1厨2卫,中楼层 (共16层),140.54㎡,平层,117.48㎡,板楼,南,框架结构,精装,两梯四户,有,2021-11-19,商品房,2010-07-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
881,['新绿季节 3室1厅 南'],238,19584,新绿季节,高新,紫荆,3室1厅1厨2卫,中楼层 (共14层),121.53㎡,跃层,暂无数据,板楼,南,框架结构,简装,一梯四户,有,2021-11-29,商品房,2018-08-28,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,,,,
882,['华润凤凰城一期 3室1厅 北'],暂无数据,首付及贷款情况请咨询经纪人,华润凤凰城一期,高新,大源,3室1厅1厨2卫,低楼层 (共27层),134.88㎡,平层,112.36㎡,板塔结合,北,钢混结构,精装,两梯四户,有,2021-11-24,商品房,2015-07-13,普通住宅,满五年,非共有,"
                                有抵押 200万元
                              ",已上传房本照片,,,,
883,['万科金域名邸二期 3室2厅 南'],暂无数据,首付及贷款情况请咨询经纪人,万科金域名邸二期,高新,大源,3室2厅1厨2卫,低楼层 (共29层),97.13㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2021-11-26,商品房,2019-11-19,普通住宅,满两年,共有,"
                                有抵押 70万元 农业银行 客户偿还
                              ",已上传房本照片,,,,
884,['电子工业部三十所宿舍 2室1厅 东南'],78,11525,电子工业部三十所宿舍,高新,衣冠庙,2室1厅1厨1卫,高楼层 (共7层),67.68㎡,平层,暂无数据,板楼,东南,砖混结构,其他,一梯两户,无,2021-11-29,商品房,2010-11-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
885,['峰汇中心 3室1厅 北'],240,30106,峰汇中心,高新,新会展,3室1厅1厨1卫,中楼层 (共27层),79.72㎡,平层,62.22㎡,板塔结合,北,框架结构,精装,两梯五户,有,2021-12-02,商品房,2016-06-05,普通住宅,满五年,共有,"
                                有抵押 40万元 招商银行 业主自还
                              ",已上传房本照片,,,,
886,['桐梓林壹号 3室2厅 北'],498,39087,桐梓林壹号,高新,城南宜家,3室2厅1厨2卫,中楼层 (共23层),127.41㎡,平层,102.21㎡,板楼,北,钢混结构,简装,两梯四户,有,2021-11-22,商品房,2015-09-10,普通住宅,满五年,非共有,"
                                有抵押 100万元 建设银行 业主自还
                              ",已上传房本照片,,,,
887,['新里维多利亚公寓 3室2厅 北'],280,22715,新里维多利亚公寓,高新,神仙树,3室2厅1厨2卫,低楼层 (共13层),123.27㎡,平层,103.25㎡,板楼,北,框架结构,精装,一梯两户,有,2021-11-28,商品房,2007-06-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
888,['朗基御今缘 3室2厅 北'],暂无数据,首付及贷款情况请咨询经纪人,朗基御今缘,高新,大源,3室2厅1厨2卫,低楼层 (共27层),95.5㎡,平层,暂无数据,板塔结合,北,钢混结构,简装,两梯四户,有,2021-12-02,商品房,2018-12-03,普通住宅,满两年,非共有,"
                                有抵押 100万元 银行 客户偿还
                              ",已上传房本照片,,,,
889,['南城都汇汇晴园五期 3室2厅 西南'],300,33569,南城都汇汇晴园五期,高新,市一医院,3室2厅1厨2卫,低楼层 (共18层),89.37㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,两梯两户,有,2021-12-02,商品房,2018-08-09,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
890,['南城都汇汇晴园五期 3室2厅 南'],340,38203,南城都汇汇晴园五期,高新,市一医院,3室2厅1厨2卫,高楼层 (共18层),89㎡,平层,72.1㎡,板塔结合,南,钢混结构,精装,两梯两户,有,2021-11-28,商品房,2016-10-17,普通住宅,满五年,非共有,"
                                有抵押 200万元 中信银行 客户偿还
                              ",已上传房本照片,,,,
891,['中铁城锦南汇 3室1厅 南'],268,25108,中铁城锦南汇,高新,中德,3室1厅1厨2卫,中楼层 (共33层),106.74㎡,平层,88㎡,板塔结合,南,钢混结构,简装,两梯六户,有,2021-12-02,商品房,2018-10-11,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,,,,
892,['中德·英伦世邦F区 4室2厅 南 北'],410,30250,中德·英伦世邦F区,高新,中德,4室2厅1厨2卫,低楼层 (共30层),135.54㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,三梯五户,有,2021-11-22,商品房,2019-06-24,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
893,['南城都汇汇雅园二期 3室1厅 南'],450,35934,南城都汇汇雅园二期,高新,市一医院,3室1厅1厨2卫,中楼层 (共18层),125.23㎡,平层,105.32㎡,板塔结合,南,钢混结构,精装,两梯三户,有,2021-12-03,商品房,2012-05-28,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
894,['肖家河沿巷7号 3室2厅 东南'],116,12412,肖家河沿巷7号,高新,衣冠庙,3室2厅1厨1卫,高楼层 (共6层),93.46㎡,平层,暂无数据,板楼,东南,砖混结构,简装,一梯两户,无,2021-12-03,商品房,2003-07-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
895,['领馆逸品 3室2厅 南'],175,19925,领馆逸品,高新,中和,3室2厅1厨1卫,中楼层 (共17层),87.83㎡,平层,暂无数据,塔楼,南,钢混结构,其他,两梯六户,有,2021-11-23,商品房,2019-09-20,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,,,,
896,['保利百合花园 3室2厅 北'],暂无数据,首付及贷款情况请咨询经纪人,保利百合花园,高新,大源,3室2厅1厨2卫,低楼层 (共30层),78.08㎡,跃层,59.32㎡,板塔结合,北,钢混结构,精装,两梯六户,有,2021-12-01,商品房,2016-07-21,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
897,['中德英伦联邦B区 4室2厅 东'],395,31204,中德英伦联邦B区,高新,中德,4室2厅1厨2卫,中楼层 (共33层),126.59㎡,平层,暂无数据,板塔结合,东,钢混结构,精装,三梯五户,有,2021-11-27,商品房,2015-06-03,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
898,['中德英伦联邦A区 3室2厅 东北'],299,28599,中德英伦联邦A区,高新,中德,3室2厅1厨2卫,高楼层 (共33层),104.55㎡,平层,暂无数据,板塔结合,东北,钢混结构,简装,三梯八户,有,2021-11-25,商品房,2014-12-01,普通住宅,满五年,非共有,"
                                有抵押 46万元 客户偿还
                              ",已上传房本照片,,,,
899,['怡丰新城 3室2厅 北'],258,17692,怡丰新城,高新,中德,3室2厅1厨2卫,低楼层 (共6层),145.83㎡,错层,暂无数据,板楼,北,钢混结构,简装,一梯两户,无,2021-12-02,商品房,2013-04-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
900,['上海花园(高新) 3室2厅 西南'],341,22923,上海花园(高新),高新,神仙树,3室2厅1厨2卫,中楼层 (共13层),148.76㎡,平层,126.91㎡,板楼,西南,框架结构,精装,两梯三户,有,2019-07-10,商品房,2012-05-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
901,['朗基御今缘 3室2厅 南'],暂无数据,首付及贷款情况请咨询经纪人,朗基御今缘,高新,大源,3室2厅1厨2卫,中楼层 (共27层),118.27㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,有,2021-12-02,商品房,2019-04-15,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
902,['清凤时代城 3室2厅 北'],暂无数据,首付及贷款情况请咨询经纪人,清凤时代城,高新,大源,3室2厅1厨1卫,中楼层 (共32层),90.33㎡,平层,76㎡,板塔结合,北,钢混结构,精装,三梯八户,有,2021-11-29,商品房,2018-04-10,普通住宅,满两年,共有,"
                                有抵押 业主自还
                              ",已上传房本照片,,,,
903,['润兰庭院一期 3室1厅 东'],140,13821,润兰庭院一期,高新,中和,3室1厅1厨1卫,中楼层 (共6层),101.3㎡,平层,暂无数据,板楼,东,框架结构,简装,一梯两户,暂无数据,2021-12-04,商品房,2005-12-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
904,['复地金融岛 3室2厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,复地金融岛,高新,金融城,3室2厅1厨2卫,高楼层 (共45层),149.79㎡,平层,117㎡,板塔结合,东南,钢混结构,精装,两梯三户,有,2021-11-22,商品房,2019-05-14,普通住宅,满两年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,,,,
905,['鸿阁一号 3室1厅 北'],230,21328,鸿阁一号,高新,广都,3室1厅1厨2卫,中楼层 (共11层),107.84㎡,平层,94.76㎡,塔楼,北,钢混结构,精装,两梯四户,有,2021-12-02,商品房,2010-06-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
906,['中海翠屏湾 3室2厅 北'],328,37004,中海翠屏湾,高新,城南宜家,3室2厅1厨1卫,高楼层 (共18层),88.64㎡,平层,71.58㎡,板楼,北,钢混结构,精装,两梯四户,有,2021-12-03,商品房,2018-01-01,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,,,,
907,['三利领事公馆 3室2厅 东南'],295,23205,三利领事公馆,高新,中和,3室2厅1厨2卫,高楼层 (共31层),127.13㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,三梯六户,有,2021-11-22,商品房,2017-10-30,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
908,['誉峰二期 4室2厅 南 西 西南 东南'],暂无数据,首付及贷款情况请咨询经纪人,誉峰二期,高新,金融城,4室2厅1厨4卫,高楼层 (共30层),199.72㎡,平层,164.38㎡,板楼,南 西 西南 东南,钢混结构,精装,两梯两户,有,2021-12-05,商品房,2017-09-12,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
909,['保利百合花园 4室2厅 东'],暂无数据,首付及贷款情况请咨询经纪人,保利百合花园,高新,大源,4室2厅1厨3卫,低楼层 (共30层),127.94㎡,跃层,暂无数据,板塔结合,东,钢混结构,其他,两梯六户,有,2021-11-30,商品房,2017-06-09,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
910,['奥克斯广场 3室1厅 北'],暂无数据,首付及贷款情况请咨询经纪人,奥克斯广场,高新,金融城,3室1厅1厨2卫,高楼层 (共30层),126.96㎡,平层,暂无数据,塔楼,北,钢混结构,其他,两梯四户,有,2021-11-23,商品房,2014-05-28,普通住宅,满五年,非共有,"
                                有抵押 30万元 华夏
                              ",已上传房本照片,,,,
911,['中洲锦城湖岸 3室2厅 北'],暂无数据,首付及贷款情况请咨询经纪人,中洲锦城湖岸,高新,大源,3室2厅1厨2卫,高楼层 (共33层),106.34㎡,平层,暂无数据,板塔结合,北,钢混结构,其他,两梯五户,有,2021-11-24,商品房,2017-04-03,普通住宅,满两年,共有,"
                                有抵押 100万元 民生银行铁像寺支行 客户偿还
                              ",已上传房本照片,,,,
912,['东苑D区 3室1厅 西'],暂无数据,首付及贷款情况请咨询经纪人,东苑D区,高新,东苑,3室1厅1厨2卫,高楼层 (共32层),135.72㎡,平层,114.04㎡,板塔结合,西,钢混结构,精装,两梯四户,有,2021-11-21,商品房,2012-03-13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
913,['倍特金杏苑A区 3室1厅 南'],175,17405,倍特金杏苑A区,高新,芳草,3室1厅1厨1卫,中楼层 (共7层),100.55㎡,平层,100㎡,板楼,南,混合结构,简装,一梯两户,无,2021-12-03,商品房,2004-03-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
914,['黄金时代(永丰路) 2室2厅 西南'],180,16593,黄金时代(永丰路),高新,衣冠庙,2室2厅1厨1卫,中楼层 (共11层),108.48㎡,平层,93.02㎡,塔楼,西南,框架结构,精装,一梯三户,有,2021-11-25,商品房,2013-10-09,普通住宅,满五年,非共有,"
                                有抵押 60万元 业主自还
                              ",已上传房本照片,,,,
915,['美年广场美岸 3室2厅 南 北'],305,35204,美年广场美岸,高新,新会展,3室2厅1厨2卫,低楼层 (共31层),86.64㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯四户,有,2021-12-01,商品房,2012-11-06,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,,,,
916,['凯德世纪名邸 4室1厅 南'],暂无数据,首付及贷款情况请咨询经纪人,凯德世纪名邸,高新,大源,4室1厅1厨2卫,高楼层 (共21层),113.43㎡,平层,91.13㎡,板塔结合,南,钢混结构,毛坯,两梯六户,有,2021-11-24,商品房,2017-11-23,普通住宅,满两年,非共有,"
                                有抵押 285万元 业主自还
                              ",已上传房本照片,,,,
917,['怡丰花园 4室2厅 西南'],239,14000,怡丰花园,高新,中和,4室2厅1厨2卫,中楼层 (共6层),170.72㎡,错层,暂无数据,板楼,西南,钢混结构,精装,一梯两户,无,2021-11-23,商品房,2007-11-23,普通住宅,满五年,非共有,"
                                有抵押 190万元 客户偿还
                              ",已上传房本照片,,,,
918,['雄飞新园紫郡 2室2厅 西北'],122,21378,雄飞新园紫郡,高新,市一医院,2室2厅1厨1卫,中楼层 (共15层),57.07㎡,平层,45.3㎡,板塔结合,西北,框架结构,精装,两梯五户,有,2021-12-05,商品房,2018-10-24,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,,,,
919,['仁和春天国际花园 3室2厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,仁和春天国际花园,高新,金融城,3室2厅1厨2卫,低楼层 (共31层),137.01㎡,平层,暂无数据,板楼,东南,框架结构,精装,三梯四户,有,2021-11-24,商品房,2018-02-23,普通住宅,满两年,共有,"
                                有抵押 80万元 中信银行高新支行 业主自还
                              ",已上传房本照片,,,,
920,['美洲花园三期 3室1厅 南'],185,15867,美洲花园三期,高新,新北,3室1厅1厨1卫,低楼层 (共6层),116.6㎡,错层,暂无数据,板楼,南,钢混结构,其他,一梯两户,无,2021-12-06,商品房,2007-11-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
